# D_1  D_2  D_3  D_4  D_5  Sigma_a_1  Sigma_a_2  Sigma_a_3  Sigma_a_4  Sigma_a_5  q_1  q_2  q_3  q_4  q_5
1.166560e+00 1.300227e+00 1.619861e+00 5.964797e-01 1.379899e+00 3.275626e-01 4.824420e-01 7.899555e-01 5.076570e-01 1.050676e-01 1.524094e+00 1.526143e+00 8.942274e-01 1.747580e-02 7.713919e-01
6.319935e-01 8.494456e-01 1.480641e+00 2.000479e-01 4.271235e-01 5.287842e-01 9.695802e-01 4.365834e-01 3.869549e-01 1.147081e-01 9.877503e-01 1.055445e+00 2.899506e-01 1.088375e+00 1.353281e+00
1.822141e+00 1.037774e+00 1.772436e+00 7.059651e-01 1.053837e+00 4.353806e-01 4.133957e-01 8.806631e-01 4.879360e-01 8.301507e-01 6.272056e-01 5.744489e-01 3.789550e-01 1.300151e+00 8.118823e-01
1.659335e+00 9.402290e-01 1.642329e+00 1.503149e+00 5.146748e-01 8.907032e-01 1.245028e-01 1.115794e-01 2.163747e-01 1.269119e-01 3.150240e-01 1.892287e+00 1.051639e+00 1.732806e+00 1.012101e+00
6.706078e-01 3.469752e-01 9.375560e-01 1.812909e+00 1.878337e+00 2.987668e-01 6.701998e-02 5.476362e-01 5.108317e-01 3.013296e-01 1.609442e+00 1.623417e-01 1.356948e+00 5.634036e-01 1.741789e+00
1.173673e+00 4.141339e-01 1.566033e+00 5.218163e-01 1.997932e+00 5.819514e-01 3.053188e-01 4.237778e-01 3.469504e-01 4.108986e-01 1.300517e+00 1.678123e+00 1.969397e+00 1.369631e+00 6.276713e-01
3.490265e-01 5.048202e-01 1.978679e+00 7.688040e-01 1.870839e+00 1.393239e-01 7.956132e-01 6.035040e-01 9.453041e-01 3.150515e-01 8.905135e-02 1.610028e+00 1.401244e-01 6.062285e-01 9.435787e-01
1.561360e+00 1.281512e+00 1.691749e+00 1.792157e+00 1.780060e+00 5.505151e-01 5.950093e-01 3.495688e-01 2.626039e-01 8.589248e-01 1.618599e+00 2.036654e-01 1.182271e+00 5.002520e-01 8.363848e-01
3.880961e-01 1.230500e+00 1.033840e+00 1.400646e+00 9.952759e-01 8.296517e-01 2.005833e-01 4.114855e-01 3.968155e-01 3.337694e-01 1.423492e+00 2.845806e-01 9.445854e-01 1.227708e-01 5.022243e-01
1.936510e+00 8.849570e-01 6.798373e-01 1.055680e+00 1.768681e+00 1.035058e-01 8.335332e-01 2.378701e-01 5.013517e-01 6.298307e-01 1.456981e+00 1.074625e+00 1.665199e+00 2.627172e-01 1.262911e+00
3.169015e-01 9.933036e-01 1.044143e+00 1.512307e+00 1.577987e+00 5.377879e-01 8.232151e-01 1.307553e-01 8.257475e-01 9.352037e-01 1.122390e+00 1.943894e+00 1.858156e+00 1.778159e+00 7.316609e-01
1.893655e+00 1.345489e+00 8.691861e-01 1.214855e+00 1.660409e+00 1.181288e-01 2.698199e-01 5.782730e-01 4.152158e-01 7.651112e-01 1.836510e-01 9.706967e-01 7.974354e-01 1.895703e+00 1.266226e+00
1.803132e+00 1.497753e+00 1.752383e+00 8.257521e-01 4.402691e-01 2.493636e-01 5.659918e-01 5.846503e-01 9.246199e-02 6.183426e-01 1.854021e+00 2.209354e-01 8.871554e-01 1.666497e+00 7.048735e-01
7.224987e-01 7.474595e-01 1.948244e+00 1.743896e+00 3.610735e-01 1.225750e-01 6.980573e-01 9.033885e-01 1.239209e-01 6.205199e-01 1.660660e+00 3.094395e-01 1.078733e+00 5.546670e-01 1.283144e+00
1.353963e+00 1.132508e+00 1.352169e+00 3.791634e-01 8.708785e-01 8.646409e-01 8.408655e-01 8.558536e-01 2.340363e-01 3.958179e-01 1.594907e-01 8.792331e-01 1.959036e+00 8.043588e-01 1.808950e+00
1.832632e+00 1.286606e+00 2.652272e-01 1.283222e+00 9.163614e-01 4.663749e-01 3.708110e-01 6.328574e-01 5.992666e-01 9.595554e-01 1.322364e+00 6.306837e-01 6.583301e-01 4.534274e-01 4.708538e-01
7.320559e-01 9.020101e-01 1.255286e+00 1.114210e+00 1.546311e+00 3.172810e-01 4.878022e-01 7.566539e-01 8.026529e-01 2.417609e-01 1.980953e-01 1.762278e+00 7.554063e-01 1.840073e-01 1.992778e+00
5.503230e-01 9.230884e-01 1.958558e+00 1.840641e+00 3.776611e-01 1.516328e-01 1.517712e-01 7.490163e-01 3.252504e-01 9.666817e-01 2.484905e-01 5.865407e-01 1.504182e+00 9.268750e-01 1.880963e+00
1.886203e+00 1.342394e+00 3.661746e-01 9.060211e-01 2.419800e-01 4.503897e-01 4.066621e-01 3.545463e-01 1.715109e-01 9.810629e-02 6.027563e-01 1.326714e+00 2.441691e-01 9.945925e-01 7.826734e-01
4.214042e-01 1.904864e+00 1.001726e+00 3.868544e-01 7.471666e-01 5.611012e-01 4.792411e-01 6.096982e-01 4.109872e-01 9.379107e-01 1.551462e+00 1.533825e+00 1.792498e+00 5.902819e-01 1.692577e+00
1.296343e+00 4.064361e-01 1.936487e+00 1.111706e+00 2.876861e-01 9.990706e-01 8.378481e-01 3.803865e-01 1.462536e-01 7.233644e-01 2.678841e-01 8.103618e-01 1.944171e+00 7.907371e-01 2.261395e-01
7.976886e-01 1.114383e+00 1.627277e+00 1.332546e+00 1.614539e+00 5.365865e-01 3.697689e-01 2.978197e-01 7.111659e-02 5.833001e-01 9.771771e-01 1.064873e+00 6.459817e-01 1.980324e+00 1.361012e+00
1.738698e+00 1.176416e+00 1.039656e+00 6.118827e-01 1.679083e+00 4.858592e-01 5.234207e-01 9.409923e-01 9.670788e-01 8.270435e-01 8.221592e-01 1.671867e-01 1.252208e+00 1.680860e+00 1.799620e+00
1.771230e+00 4.364812e-01 7.850210e-01 4.379569e-01 1.665078e+00 3.773811e-01 5.693049e-01 6.129355e-01 4.662707e-01 9.309265e-01 1.878057e+00 1.877154e+00 4.747019e-02 1.879090e+00 1.644265e+00
7.841991e-01 1.483335e+00 1.828302e+00 1.168649e+00 1.609063e+00 4.193998e-01 6.523587e-01 1.849544e-01 4.540617e-01 9.313580e-01 6.995174e-01 1.408294e+00 2.269011e-01 7.743097e-01 1.612019e+00
2.529913e-01 1.203910e+00 1.214355e+00 1.173016e+00 7.641953e-01 9.526482e-01 7.903482e-01 7.790732e-02 2.433206e-01 4.776971e-01 8.858134e-01 8.397495e-01 3.435842e-01 1.933432e+00 1.275691e+00
2.550967e-01 1.311819e+00 1.496975e+00 4.929539e-01 9.587230e-01 9.571884e-01 4.262016e-01 5.935368e-01 9.967245e-01 9.174779e-01 1.535445e+00 1.812422e+00 1.598496e-01 2.880310e-01 1.911584e+00
1.915826e+00 1.840866e+00 1.702758e+00 8.949998e-01 1.912800e+00 1.071053e-01 2.747539e-01 2.154067e-01 3.049247e-01 9.278195e-01 8.171278e-01 2.686179e-01 3.073771e-02 1.588806e+00 7.376782e-01
1.959307e+00 1.557329e+00 1.293886e+00 1.911470e+00 8.770682e-01 9.769123e-01 7.126670e-01 4.319730e-01 4.733842e-01 7.070130e-01 1.062238e+00 5.333181e-01 1.392417e+00 1.623497e+00 3.744701e-02
1.961129e+00 1.954040e+00 5.120838e-01 3.822491e-01 5.608394e-01 1.251680e-01 7.153593e-02 7.326499e-01 4.033684e-01 9.451454e-01 5.036202e-01 1.709513e+00 1.948072e+00 1.019723e+00 1.633224e-01
9.573004e-01 1.674464e+00 1.345098e+00 9.837859e-01 1.945233e+00 1.754340e-01 6.233927e-02 2.957784e-01 7.556657e-02 4.491254e-01 1.872005e+00 1.364012e+00 1.865314e+00 1.274496e+00 1.145775e+00
1.400240e+00 9.448373e-01 6.241887e-01 8.366628e-01 6.973727e-01 5.112592e-01 4.729195e-01 5.570258e-01 7.427150e-01 7.702456e-01 1.252516e+00 1.342690e+00 3.391956e-01 1.465917e+00 1.823116e+00
4.615981e-01 1.375233e+00 9.711098e-01 1.327232e+00 1.390880e+00 1.613185e-01 2.577613e-01 5.346691e-01 5.835323e-01 1.718147e-01 3.270881e-01 6.081528e-01 1.705616e-01 1.473448e+00 5.633192e-01
1.678174e+00 1.589305e+00 1.724798e+00 4.803755e-01 9.508942e-01 9.945475e-01 6.905608e-01 1.303981e-01 9.714354e-01 4.021229e-01 1.705280e+00 9.338074e-01 1.070633e+00 1.498931e+00 1.318047e+00
8.946116e-01 1.608518e+00 3.088851e-01 6.851194e-01 7.852066e-01 9.360869e-01 8.599014e-01 3.964009e-01 6.697730e-01 3.527486e-01 2.424581e-01 1.144870e+00 6.755781e-01 1.793659e+00 9.917123e-01
9.404479e-01 8.374714e-01 4.905057e-01 1.156274e+00 7.945416e-01 1.318031e-01 7.970949e-01 5.605884e-01 1.774580e-01 7.052562e-01 1.419633e+00 1.658079e+00 1.596039e+00 7.591583e-01 1.459743e+00
4.097146e-01 1.870244e+00 8.849557e-01 5.356757e-01 1.796287e+00 8.263603e-01 7.453955e-01 6.315327e-01 8.345790e-01 7.287724e-01 1.812359e+00 6.552722e-01 1.914492e+00 4.856064e-02 6.554939e-01
4.413805e-01 3.717147e-01 5.582870e-01 1.954785e+00 3.849601e-01 5.818814e-02 9.584089e-01 3.657146e-01 8.538422e-01 4.387016e-01 6.385722e-01 1.759482e-01 1.065072e-01 1.249115e+00 1.923784e+00
1.578946e+00 1.248077e+00 1.605127e+00 6.404463e-01 1.865024e+00 1.066778e-01 1.775638e-01 7.458216e-01 1.940985e-01 2.387849e-01 1.506646e+00 2.756019e-01 7.619890e-01 1.863429e+00 1.205639e-02
6.449912e-01 1.945673e+00 1.011419e+00 3.244024e-01 1.225900e+00 4.993691e-01 1.565323e-01 3.573192e-01 1.873118e-01 7.525572e-01 2.100182e-01 1.179383e+00 3.625299e-01 9.574473e-01 3.644314e-01
2.127605e-01 1.769241e+00 4.318706e-01 1.757024e+00 1.491711e+00 9.403233e-01 4.571116e-01 9.241698e-01 5.211488e-01 4.526527e-01 1.647287e-01 1.629586e+00 1.714209e+00 9.817047e-01 1.925720e+00
3.932001e-01 1.641029e+00 4.126331e-01 1.903899e+00 1.693373e+00 8.615324e-01 6.130393e-01 5.215802e-01 9.518067e-01 8.648873e-01 2.735362e-01 7.663327e-01 1.674737e+00 1.309350e+00 6.945879e-01
5.440066e-01 1.034612e+00 1.053783e+00 4.758722e-01 1.896412e+00 7.506868e-01 2.856352e-01 3.534687e-01 1.514593e-01 5.846753e-01 4.156784e-01 1.885629e+00 8.669116e-01 1.690309e+00 1.845454e+00
1.112285e+00 6.155579e-01 1.830011e+00 1.542112e+00 9.127560e-01 8.078745e-01 8.528150e-01 5.842759e-01 6.782629e-01 7.382697e-01 1.148313e-01 1.069484e+00 6.149930e-02 4.424199e-01 1.407108e+00
1.583438e+00 1.352529e+00 5.007680e-01 1.453724e+00 2.747938e-01 9.020010e-01 1.646350e-01 6.705110e-01 1.749537e-01 8.612893e-01 1.534319e+00 1.472829e+00 3.858897e-01 1.870816e+00 1.540562e+00
1.515255e+00 3.765657e-01 1.908654e+00 1.523793e+00 7.765111e-01 6.219921e-01 4.771206e-01 6.587999e-01 1.686281e-01 2.427699e-01 1.585838e+00 3.595963e-01 1.651123e+00 1.170452e+00 2.346127e-01
1.665433e+00 1.725761e+00 3.130815e-01 1.494812e+00 1.297985e+00 8.773805e-01 5.977491e-01 4.797795e-01 6.300767e-01 5.742573e-01 1.763230e+00 2.578702e-01 5.081940e-01 6.663736e-01 9.215353e-01
5.282569e-01 7.848753e-01 1.966341e+00 1.998994e+00 5.550261e-01 8.438828e-01 7.999666e-01 6.029186e-01 9.141752e-01 5.449666e-01 1.213876e+00 9.318768e-02 7.820091e-01 1.677247e+00 1.207814e+00
9.641194e-01 1.884063e+00 3.667979e-01 1.060120e+00 1.267814e+00 3.871884e-01 8.142663e-01 7.011583e-01 8.712094e-01 4.395066e-01 7.618331e-01 8.583034e-01 1.494158e+00 1.193606e-01 3.597158e-01
9.842834e-01 5.077421e-01 6.372747e-01 1.195184e+00 1.856335e+00 3.465117e-01 9.136976e-01 8.792565e-02 5.181889e-01 5.783901e-01 7.120557e-01 1.197534e-01 8.471258e-01 1.288197e+00 8.476431e-01
1.308026e+00 3.541098e-01 1.474908e+00 1.945664e+00 1.328491e+00 9.358662e-01 8.700919e-01 6.669796e-02 6.229785e-01 7.656170e-02 1.914647e+00 1.962071e+00 1.629522e+00 1.885762e+00 5.700851e-01
1.125972e+00 1.989431e+00 8.421853e-01 1.437637e+00 4.654978e-01 6.299170e-01 2.172184e-01 5.606441e-01 9.744573e-01 9.540663e-01 6.231226e-01 1.422688e+00 1.398188e+00 1.639941e+00 1.393944e+00
1.044673e+00 9.675314e-01 4.277823e-01 1.432092e+00 1.861164e+00 5.404588e-01 1.528745e-01 7.961963e-01 7.447300e-01 5.471005e-01 3.911664e-02 6.771369e-01 1.633425e-01 1.430766e+00 3.401520e-01
6.628862e-01 8.244455e-01 8.638941e-01 1.800861e+00 1.657523e+00 5.656059e-01 2.523363e-01 2.689579e-01 3.286979e-01 4.588538e-01 1.364777e+00 1.571876e+00 1.166779e+00 3.332375e-01 1.171631e+00
1.348159e+00 1.149551e+00 5.248206e-01 9.906648e-01 9.283786e-01 5.527382e-01 9.898035e-01 8.083188e-01 6.664316e-01 8.244492e-01 1.703907e+00 1.233852e-01 7.741691e-01 1.627910e+00 7.411051e-01
